pid,ad_title,target_age_group,target_gender,target_mood,target_weather
DSPLU3FHNUR29VHO,thermal wear for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
VXE2HU1O71A67QZG,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
L58GD2WEMPRAVJNT,soft gloves for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
A22EM6K8IETQQXIP,thermal wear for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
X9MZ4L0HC09DHKGZ,thermal wear for young adults bringing simple in cold weather,18-39,Male,neutral,cold
V6QV16W08QUUT3HM,windbreaker for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
XQ842TLY4QHOGVQC,umbrella for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
6H2J2A48X9LCR1ZS,ladies thermal wear for adults bringing delight in cold weather,65+,Female,Happy,cold
57TZHJPCE0NOFLGU,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
KE4GAVNCUBOWEP16,moisture cream for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
JDMVT36O2R4JPRLU,moisture cream for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
G3K0FJJLTYVJ5DSJ,moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
JZAFBI2WT4ELSGYT,ladies soft gloves for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
C0C89I7Z1JVNPQE9,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
V058NZHO27V3U0OU,hot coffee for adults bringing warmth in cold weather,65+,Male,Sad,cold
RCDF7N2U5ZL4FX5N,soft gloves for adults bringing warmth in cold weather,65+,Female,Sad,cold
TAYNB6MBRSE3GN9U,cozy beanie for adults bringing comfort in cold weather,65+,Female,Angry,cold
PVNRHKMCGEJIRX96,hot coffee for young adults bringing delight in cold weather,18-39,Male,Happy,cold
28NGANQR0T5V3PMQ,ladies thermal wear for adults bringing simple in cold weather,65+,Female,neutral,cold
RZYS7NY1E81YVZL2,soft gloves for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
CYHU6M3RQKPODFEW,windbreaker for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
XS9EJ4W25QEIAX31,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
TOO6MR4S6HY69LWC,ladies winter jacket for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
SM5611UWN41455VJ,winter jacket for kids bringing delight in cold weather,Kids,Male,Happy,cold
18NW5J0X886BIFW0,warm hoodie for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
XI3JPCJGQBTQJ54Y,raincoat for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
KHY4L4XY1M08T9WR,thermal wear for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
LI3BQ0UBX9T9GP2P,waterproof boots for adults bringing simple in rainy weather,65+,Male,neutral,rainy
VRBB0JSMAAQNNWJ1,cozy beanie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
QA1IPSOVUS88A37M,windbreaker for adults bringing simple in rainy weather,65+,Male,neutral,rainy
5YV7KQLK9J7BRGQY,moisture cream for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
J2KA46D5QMYJ2N16,winter jacket for kids bringing warmth in cold weather,Kids,Male,Sad,cold
388FE41POSAZUM0K,raincoat for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
NQANZ55M6S82I8YP,moisture cream for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
AZ4K7HNDQKS8BQN3,thermal wear for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
4VYQLQLL3SKRRTI8,winter jacket for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
8IRMEJT50NSIE739,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
M4XM6T6MELUJ2QVI,winter jacket for young adults bringing simple in cold weather,18-39,Female,neutral,cold
EGBU5EIWLLJ1MAGA,soft gloves for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
828SPK8LBLXMK1YP,windbreaker for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
6WCQ5VLYUEA3CZD1,tea pack for adults bringing simple in rainy weather,65+,Male,neutral,rainy
EMDK7O2XGCM0BIMD,ladies umbrella for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
EN0LBASV371O1YCN,winter jacket for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
Z0JU04FADBU6560Y,raincoat for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
FBJPPVK7P0KD9JCW,winter jacket for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
4BXSVBZ75GXYQTRB,ladies thermal wear for kids bringing comfort in cold weather,Kids,Female,Angry,cold
ABA5IE9B3GLUX295,moisture cream for adults bringing delight in rainy weather,65+,Female,Happy,rainy
68QK1PKD7AWMKXFP,cozy beanie for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
RO3GZ8J135BX19UG,ladies hot coffee for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
YKDBQGIC0JVQ512L,winter jacket for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
68XHGI00MWH25Q1H,warm hoodie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
1QHKWN3Y4895YFMK,moisture cream for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
TD8PE1KN0S9GL3Q3,winter jacket for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
F40MCZ0UH3LUCBPD,thermal wear for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
R4M0BBJZ6XKO0ZU1,warm hoodie for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
Q39SYFJN6LJQJIFI,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
X3AV9RQAW6HMUHUE,thermal wear for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
ZVCATL62X0JCZILK,ladies winter jacket for adults bringing delight in cold weather,65+,Female,Happy,cold
18IHDFLYK46O1L9Q,raincoat for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
26ZO6TUAUECAO72Q,ladies moisture cream for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
9L454G2MFXLO0RAY,ladies thermal wear for adults bringing delight in cold weather,65+,Female,Happy,cold
50J5MMNHPT5QZFJZ,ladies cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
2PH1MJAGL3ORM5EX,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
P3W8KLQTFYQ0DYFU,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
YPLXBF07VKJ4I1I0,winter jacket for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
RMO2CU5I3J371RRV,moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
IST38PTD96IY60YT,windbreaker for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
POM5BL2KH405LR1D,ladies soft gloves for kids bringing simple in cold weather,Kids,Female,neutral,cold
3B107831JPLFNET8,tea pack for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
TAI9LSMGRZLQGCWO,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
INR1E0MPO9ULHUEP,umbrella for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
P83RSA7I8ITCWVIP,ladies winter jacket for young adults bringing delight in cold weather,18-39,Female,Happy,cold
TDUB8V9SKLTAKJZN,winter jacket for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
APLLHNSONOPFU65J,thermal wear for adults bringing comfort in cold weather,65+,Female,Angry,cold
88P59FXY5P2U0UJA,moisture cream for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
WKRQXDJ6H43BTZ5U,tea pack for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
93EPK9KMSB7KE04S,winter jacket for adults bringing comfort in cold weather,65+,Female,Angry,cold
I8M3JY56UG7SLI4G,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
036XP9OM2GDH1FDK,cozy beanie for young adults bringing simple in cold weather,18-39,Female,neutral,cold
OVZJ825AA2BO349C,umbrella for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
DY80I7A014QQFNTI,ladies soft gloves for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
62SD86AEWH6WMQCQ,cozy beanie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
OBEXLMPKJLBWYIN6,warm hoodie for adults bringing warmth in cold weather,65+,Male,Sad,cold
4SU191IPJB2MVBD4,ladies raincoat for adults bringing delight in rainy weather,65+,Female,Happy,rainy
5GS01QA5O51Z5046,soft gloves for adults bringing warmth in cold weather,65+,Female,Sad,cold
CYT7GVFRRDB24UVO,waterproof boots for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
5AB1990DJSPL5PU3,ladies thermal wear for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
QI0Z5HWR8UB9G59P,soft gloves for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
ZQ1LA5N3ZMSYTOS3,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
U0AWNYUZQU7ZM76R,soft gloves for kids bringing simple in cold weather,Kids,Male,neutral,cold
YC1ILLMHGGNGOQKI,raincoat for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
88GJ9IQD5KK1IXES,winter jacket for adults bringing warmth in cold weather,65+,Female,Sad,cold
NON66D6OI86KITD1,umbrella for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
IM3SDBHJ5J9J87PW,cozy beanie for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
CYT3ITOBFMD02B8K,winter jacket for kids bringing warmth in cold weather,Kids,Female,Sad,cold
RTJL0ZARWIK5E7U2,ladies umbrella for adults bringing simple in rainy weather,65+,Female,neutral,rainy
D5BL0QFTOY8P9V8Y,cozy beanie for adults bringing warmth in cold weather,65+,Male,Sad,cold
QZ1O9RZSYRWH3W27,hot coffee for young adults bringing delight in cold weather,18-39,Male,Happy,cold
9ENXOLMSW3QC50PE,tea pack for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
6ZZ3YGFECXJTJ4VU,moisture cream for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
KXDJ60PJGHA1KJEY,hot coffee for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
NRHD5OEBSQLPVQQH,moisture cream for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
A0YMJQQ87RKKWCRQ,ladies thermal wear for adults bringing delight in cold weather,65+,Female,Happy,cold
2KGKFXJ1K7HX1N2R,windbreaker for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
UKZX7WMGBHLOEEG7,moisture cream for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
QO47EPXQ86NU0LEH,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
G11DMKNOQTIYS3M6,umbrella for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
DMKJZW4C47KT2546,raincoat for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
588PO7DTVC2X4LC0,raincoat for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
5VDDUIRFK91R6B47,ladies windbreaker for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
MKLQLJ2P842MQS8E,soft gloves for adults bringing delight in cold weather,65+,Female,Happy,cold
X6CRT1YTZKBY5AX7,ladies waterproof boots for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
CYTQU3B5X8N7E8H8,ladies cozy beanie for young adults bringing delight in cold weather,18-39,Female,Happy,cold
4SQSZKHOO8VK8EZR,umbrella for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
UM7H1TW10XKUGDK6,cozy beanie for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
S9P4ZCXVFQVVRQ9F,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
UZFKSYYK26BD0UG0,waterproof boots for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
02SSPIUUPKH3V8Y1,raincoat for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
TBGY54XZLKR2PZF1,winter jacket for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
S1DMC44I3NHY8YC2,waterproof boots for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
L1VPPDV55AEMQ47E,thermal wear for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
SAZ0H06HUB6TNV67,ladies soft gloves for adults bringing simple in cold weather,65+,Female,neutral,cold
2VWMLISDCY4ZORES,cozy beanie for adults bringing delight in cold weather,65+,Male,Happy,cold
5EU9MJGVLYK3NL5B,tea pack for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
8CCUQJIIY4WC60Z3,moisture cream for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
WFSMTXXQQ00OCP21,windbreaker for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
F17XEXG3HQL5O5DJ,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
MWMXGFAA95LPB2PG,waterproof boots for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
3LYO35ZVNX0Z456F,winter jacket for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
ILJDPSC0UHV75Z42,ladies windbreaker for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
XHWMWGKY3VHJPA79,ladies waterproof boots for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
AYQYQV9HBE2Q5H3S,warm hoodie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
LHR1EF1WNWYF2UZQ,thermal wear for kids bringing comfort in cold weather,Kids,Male,Angry,cold
5R1U8CCY7Z9R4ZZS,umbrella for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
MKCTBZXRDWR0LAD2,thermal wear for adults bringing comfort in cold weather,65+,Male,Angry,cold
45TDT50V87NRKBZO,raincoat for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
6HKTJ00M4RKCMK9W,warm hoodie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
JBBW8GREN14I9OVO,windbreaker for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
469TJHY4TBZ1JXW0,moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
CBTCLNOJFM8H19U0,ladies tea pack for adults bringing simple in rainy weather,65+,Female,neutral,rainy
BEH9D13JGQ4HR42M,soft gloves for kids bringing simple in cold weather,Kids,Female,neutral,cold
3GSK3PXARXLPH2AN,umbrella for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
9WJXKXUD4TVKVSBD,warm hoodie for kids bringing simple in cold weather,Kids,Female,neutral,cold
NENV1U9ZNWJK1NZK,windbreaker for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
8J5K127MCHVE9FWP,hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
7LNEKIT3Z6AFA9QB,soft gloves for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
9LQQRLV5L4GI7VOQ,waterproof boots for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
GE9G5K83CE88XLTA,moisture cream for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
QSNZHM06WC3V3DWY,ladies tea pack for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
WF616W0HE9PCBBSH,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
YMAEVDG83MFDDI51,winter jacket for kids bringing warmth in cold weather,Kids,Female,Sad,cold
I6JBMRT6VE4OA5U7,cozy beanie for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
LA74M6HUNKL2NAH7,moisture cream for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
EWN0SEFZKURCRPSR,thermal wear for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
EONOW55BPFTRUB3X,warm hoodie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
1VH38T31NYTXVSCQ,ladies moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
8KW1NR2WUSEX7R6K,hot coffee for adults bringing delight in cold weather,65+,Male,Happy,cold
DYHN0R65KZJWDIA2,ladies thermal wear for teenagers bringing comfort in cold weather,10-18,Female,Angry,cold
X75VJBD4F4QP8HEZ,ladies cozy beanie for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
UG40LEE94NRT5XBJ,umbrella for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
NK07ZI9OQQ00ZCGI,soft gloves for adults bringing simple in cold weather,65+,Male,neutral,cold
GGERW01UPKPSUWC3,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
ZH8J8SJJSYZ9BSFQ,winter jacket for adults bringing comfort in cold weather,65+,Male,Angry,cold
Y8API1F1GR975HM5,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
X0FRBY8KT442M97L,soft gloves for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
JV0XXEHWITUUR5G3,windbreaker for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
X0384XTYPI35U01Q,tea pack for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
M4RV2K8FSRQ6UL0I,ladies cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
SRU6GNGJ91AI3UNV,thermal wear for kids bringing comfort in cold weather,Kids,Male,Angry,cold
RSFRKA0ME0BSCOH0,warm hoodie for kids bringing delight in cold weather,Kids,Male,Happy,cold
BE18FF1990SK40JR,warm hoodie for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
7E8JSGYB9VE3EL99,ladies moisture cream for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
Y12NCRY92MWO5U2Y,tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
TGP564QIW6U3O40V,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
BVLUSA7YYMGO08YQ,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
0FDZ5EB6BG7NSDCA,tea pack for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
GFH3FXGNQEJMIRVD,ladies waterproof boots for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
6JPUZNEUZTKI086L,ladies umbrella for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
7173A7PUI979TCOB,cozy beanie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
QBZCAI92FO7UJ05S,waterproof boots for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
